isocode,country,agroecological_zones,administrative_areas,agricultural_practices,measuredItemCPC,crop,scientific_name,botanical_family,other_names,additional_information,planting_period_onset,,planting_period_end,sowing_planting_rate,sowing_planting_rate_range,sowing_planting_rate_unit,length_of_the_cropping_cycle,harvesting_period_onset,harvesting_period_end,comments,harvesting_month_onset,harvesting_month_end,sowing_month_start,sowing_month_end,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Breco,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Fabula,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Breco,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Fabula,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,North Zone (Sahel),"The zone covers the provinces of Soum, Séno, Yagha, and Oudalan.","Agriculture is rainfed (millet, cowpea) and irrigated (below the dams) and extensive livestock rearing dominant. The zone is less conducive for rainfed agriculture.",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Breco,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,North Zone (Sahel),"The zone covers the provinces of Soum, Séno, Yagha, and Oudalan.","Agriculture is rainfed (millet, cowpea) and irrigated (below the dams) and extensive livestock rearing dominant. The zone is less conducive for rainfed agriculture.",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Fabula,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Breco,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Fabula,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Breco,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",01219,Kale,Brassica oleracea L.,Brassicaceae,,Variety: HF-1 Fabula,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01214,Lettuce,Lactuca sativa L.,Asteraceae,,,1-Jan,1-Jan,31/12,,0.2-0.3,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01214,Lettuce,Lactuca sativa L.,Asteraceae,,,1-Jan,1-Jan,31/12,,0.2-0.3,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,North Zone (Sahel),"The zone covers the provinces of Soum, Séno, Yagha, and Oudalan.","Agriculture is rainfed (millet, cowpea) and irrigated (below the dams) and extensive livestock rearing dominant. The zone is less conducive for rainfed agriculture.",01214,Lettuce,Lactuca sativa L.,Asteraceae,,,1-Jan,1-Jan,31/12,,0.2-0.3,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",01214,Lettuce,Lactuca sativa L.,Asteraceae,,,1-Jan,1-Jan,31/12,,0.2-0.3,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",01214,Lettuce,Lactuca sativa L.,Asteraceae,,,1-Jan,1-Jan,31/12,,0.2-0.3,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01239.01,Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,,1-Jan,1-Jan,31/12,,10-May,kg/ha,50-60 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01239.01,Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,,1-Jan,1-Jan,31/12,,10-May,kg/ha,50-60 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,North Zone (Sahel),"The zone covers the provinces of Soum, Séno, Yagha, and Oudalan.","Agriculture is rainfed (millet, cowpea) and irrigated (below the dams) and extensive livestock rearing dominant. The zone is less conducive for rainfed agriculture.",01239.01,Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,,1-Jan,1-Jan,31/12,,10-May,kg/ha,50-60 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",01239.01,Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,,1-Jan,1-Jan,31/12,,10-May,kg/ha,50-60 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",01239.01,Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,,1-Jan,1-Jan,31/12,,10-May,kg/ha,50-60 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01231,"Pepper, hot",[several],Solanaceae,,,1-Jan,1-Jan,31/12,,0.4,kg/ha,120-160 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01231,"Pepper, hot",[several],Solanaceae,,,1-Jan,1-Jan,31/12,,0.4,kg/ha,120-160 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,North Zone (Sahel),"The zone covers the provinces of Soum, Séno, Yagha, and Oudalan.","Agriculture is rainfed (millet, cowpea) and irrigated (below the dams) and extensive livestock rearing dominant. The zone is less conducive for rainfed agriculture.",01231,"Pepper, hot",[several],Solanaceae,,,1-Jan,1-Jan,31/12,,0.4,kg/ha,120-160 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",01231,"Pepper, hot",[several],Solanaceae,,,1-Jan,1-Jan,31/12,,0.4,kg/ha,120-160 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",01231,"Pepper, hot",[several],Solanaceae,,,1-Jan,1-Jan,31/12,,0.4,kg/ha,120-160 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01530,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,1-Jan,1-Jan,31/12,,"30,000-60,000",sprouts/ha,,,,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,,,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01530,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,1-Jan,1-Jan,31/12,,"30,000-60,000",sprouts/ha,,,,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,,,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",01530,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,1-Jan,1-Jan,31/12,,"30,000-60,000",sprouts/ha,,,,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,,,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",01530,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,1-Jan,1-Jan,31/12,,"30,000-60,000",sprouts/ha,,,,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,,,,,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,1-Jan,1-Jan,31/12,,0.2-0.25,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,1-Jan,1-Jan,31/12,,0.2-0.25,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,North Zone (Sahel),"The zone covers the provinces of Soum, Séno, Yagha, and Oudalan.","Agriculture is rainfed (millet, cowpea) and irrigated (below the dams) and extensive livestock rearing dominant. The zone is less conducive for rainfed agriculture.",01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,1-Jan,1-Jan,31/12,,0.2-0.25,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,1-Jan,1-Jan,31/12,,0.2-0.25,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,1-Jan,1-Jan,31/12,,0.2-0.25,kg/ha,60-80 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,Dry season variety,1-Jan,1-Jan,31/12,,4-Mar,kg/ha,120-160 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,Centre Zone (Central Plateau),"The zone covers the provinces of Kadiogo, Bazèga, Boulkiemdé, Ziro, Sapouy, Sissili, Boulgou, Koulpelgo, Nahouri, Zounwégo, Ganzourgou, Oubritenga, Sanmatenga, Kouritenga, Sanguié, and Namentenga.","Pluvial agriculture (millet, maize, sorghum, cowpeas, tubers), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as sedentary livestock comprised mainly of small ruminants and bovines. ",01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,Wet season variety,1-Jan,1-Jan,31/12,,4-Mar,kg/ha,70-90 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,Dry season variety,1-Jan,1-Jan,31/12,,4-Mar,kg/ha,120-160 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,Wet season variety,1-Jan,1-Jan,31/12,,4-Mar,kg/ha,70-90 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
